ReviewID,Review,Service,Environment,Price
10,"This place sure does get busy.  If you are thinking you are going to just get a seat easily for lunch without a wait think again.  As we couldn't get in before a scheduled massage we decided to grab take out for dinner on our way back to our hotel.  Yup it was still packed with a wait when we went back to place our order and we were quoted a 25 minute wait to get our three dishes.  It was ready in 20 minutes and our food was soooooooooo good!  The service people at the front are in a rush so you get that type of rushed ""tell me of what you want so I can move the line and help the next person attitude""

We ordered green scallion pancakes which were made in the hong kong style and didn't need any sauce as it was already so tasty on its own.  We also tried the spicy seafood fried rice and spicy eggplant with shredded pork.  The fried rice was loaded with shrimp, squid pieces and lots of veggies.  Both dishes were amazing and if you are looking for spicy I highly recommend these two items! Yup we went to a restaurant known for dumplings and didn't order any dumplings.  My take on it is that you have to have it fresh and take out isn't going to be the same, especially if you have to reheat the food  They have an assembly line that you can watch through the glass kitchen windows constantly making fresh dumplings..  If we are ever back again in the Coal Harbor area we'll definitely have to try to get a table and have dumplings.

#vancouver #vancity",Positive,Moderate,Undefined
11,"We wanted some oysters so we stumbled in here even though it was pretty empty. It was a solid choice. The oysters were super fresh.

The fish and chips were also delicious. We opted for cod and the fish was chunky and hearty. The fries were just okay but the fish easily made up for it.

The service was great. Our server kept note of our beers and empty water glasses. And soon, the place was packed! It's pretty small though so I don't recommend coming during peak times with a group larger than 6.",Positive,Moderate,Undefined
12,"A few years ago, I had the luck of being on the Kona coast and enjoying the rich flavour of their coffee.  It's stayed with me as one of the best tasting coffees I've had around the world.  And I've had a lot great cups ... annnd terrible ones.  Every chance I get to savour that taste... I jump on it faster than Toronto fans jumping onto the Raptors bandwagon during play offs.   I saw this was a chain in Vancouver and was hopeful it was as good as my memory.

This location is quite large with several different tables available that are nicely spaced out.  It's clean and fairly inviting.  Green tones are prominent with a complimentary light golden wood providing the accent to an otherwise modern Nordic minimalist space.  The beans are proudly displayed upfront and yup, the Expensive Hawaiian peaberry beans are there.  Peaberry is usually only 10% of the crop yield so they're ridiculously Expensive but at $65 for a bag, I had to pause.  I only remember paying $35 at the coffee farm.  Inflation sucks. 

Service here is polite and efficient but with only 1 person manning the entire store.  It was never busy here... I was among maybe 6 other people.  But if it ever got busy, I would hate to be waiting for a drink.  Their menu reads more similar to a Starbucks than an independent.  They also have some tropical treats available if you want to nibble on something as you're using the wifi to work.  Most are either coconut or pineapple flavoured.

Hawaiian latte - According to the barista, she mentioned it's made with a macadamia and coconut syrup.  Upon first sip... yup. Absolutely there is syrup.  It's quite sweet and bordering on being too sweet.  The balance to milk is a little off as this is more almond milk than espresso.  I mean it's fine as a sweet drink parading as a coffee.  But wouldnt do if you needed a real coffee hit.  3/5

Cappuccino - Similar to the latte, this one was pretty unbalanced with too much stiff froth and a lot of milk used.  Definitely too weak as a cappuccino and even Timmys has more of a coffee flavour.  Overall, nice attempt but definitely not a cappuccino that is better than the corporate brands.  3/5

I didnt try the peaberry pour over because I wasn't sure they were even going to treat the beans right after the cappuccino and latte turned out not great.  I love Hawaiian coffee but I feel perhaps this spot wouldnt do it the best to give it the spotlight it deserves.",Neutral,Good,Expensive
13,"The place was packed with hungry men and ""workers"" but not a single female customer could be found on the premise. I don't usually judge by gender when reviewing a place, but I should have known that I was going for some ""hearty gristle that would put hair on my chest"" after a quick survey of the clientele. And I should have stopped right there. 

I also should have read Cathy's review, first. I used to go here when it was...good? Under a different name and owner, perhaps or perhaps my palette has changed since I am no longer a poor student? I had a chicken shawarma that was so ""gristled"" on the first bite that I almost gagged. Unlike subway, they hide the food from you as they make it so you can't see what you are getting. I was a bit disappointed as instead of fresh veggies, it was covered in pickled cukes and I couldn't really see any hummus or tzatsiki. So I'm not sure what I was eating.  I managed to eat the rest as I was starving and at $5.25 it was okay I guess. My friend ordered the lamb plate and he had no complaints; in fact, he boasted about the authenticity of the place. If this is authenticity, I'll take a pass next time, thanks. 

I went to the back to wash my hands...what a horror show. I wouldn't touch anything in there. I don't think that it had EVER been cleaned. I walked in, took one look and walked out. I was better off eating my food with dirty hands. I shudder to think of what the counters and cooking utensils looked like. Come to think of it, I'm afraid to look at the health inspection report now. What a waste of calories! 

Anyway, I left feeling a bit ill (yet full) and while a shawarma isn't exactly healthy to begin with, I don't think I'll be craving one of these for awhile. Yuck.",Negative,Moderate,Reasonable
14,"A couple weeks ago while in Vancouver we stopped in at Earl's Kitchen and bar. The restaurant was located a block away from the hotel we were staying at and looked like a nice place to have lunch. The space is beautiful with 40 foot ceilings and huge comfortable booths. There were Tv's with American college and Canadian football being broadcast. I think this is a chain restaurant since a saw another location in a different part of town. The menu is a hodgepodge of different cuisine item from burgers to pastas to nachos. We ordered the blacken salmon which was served with rice and veggies. The salmon was excellent the rice and veggies not so much. Along with the salmon we had the soup and salad which we choose the clam chowder and the Cesars salad. The clam chowder was good and the salad was huge but basic. 

Service was excellent. Our young server noticed my cough and suggested an herbal smoothie at a place down the street. Although I didn't follow through with the smoothie but it was nice of her to suggest.",Neutral,Good,Undefined
15,"It's easy to see why this place has such bad reviews: the service and menu is primarily in Mandarin.

However, if you can speak the language and are polite to the staff, you'll enjoy delicious, authentic dim sum. This place is frequented by an older generation, which ensures that the dishes are great because the crowd's been around long enough to know what is good and authentic.

The dim sum here isn't traditional or what you're accustomed to. There isn't the loud and bustling carts being pushed from table to table by ladies who try to give you more than what you want. Instead, the atmosphere is very quiet and serene. You order via a paper menu by selecting what you want and the quantity you'd like. Everything is made in the back kitchen and brought out to your table as it's ready.

Everything you could want from dim sum is available, you just need to know what it's called or describe it in a way that the staff understands. 

The egg tarts are the best and a great representation of how all egg tarts should be made. Each order comes with 4, and they're big enough to offer 3-4 bites apiece. The crust is very light, soft, and incredibly flaky. The egg custard is soft, doesn't taste very eggy, not overly sweet and baked to the perfect texture. They're so good we had to get another order to take home.

The pork shu mai and shrimp ha gow were excellent. The pork is extremely juicy, the shu mai is large in size, and everything is flavored and seasoned perfectly. The ha gow is packed with 2 large shrimp. The wrapper is the perfect texture and consistency as well: it's soft, slightly chewy with the right amount of stickiness.

I really enjoyed the Chinese donut wrapped in rice paper. The Chinese donut is deep fried and then wrapped in soft and chewy rice paper to provide a great complement of textures. It's extra crispy inside and then soft on the outside, and it's not oily. It's garnished with sliced green onions and a special sauce is poured over it table side.

The pan fried pork dumplings were huge and tasty. The filling was seasoned well, the meat is so juicy you'll have juice squirting out with each bite. The wrapper is perfectly made as well. It's a bit thicker, but still very soft. One side is pan fried to a nice golden brown and is slightly crispy.

The pork congee was pretty good as well. It comes with a good amount of rice porridge, small pieces of pork and a Chinese donut that's been cut and submerged on top. The porridge is very hot and has good flavor.


Don't let the large amount of negative reviews deter you from giving this place a try. I almost made that mistake and would've truly regretted it and would have missed out on some amazing food. The service does leave a bit to be desired, but if you're patient and courteous, you'll be just fine.",Positive,Good,Undefined
16,"Being happy doesn't mean everything in life is perfect ... it might mean that you've decided to visit Thai Orchid Restaurant at the right hour. 

Of course, that hour is Happy Hour and it's everyday at Thai Orchid from  3:00 pm to 6:00 pm ... and then again from 9:00 pm until closing time. So, technically, it's Happy Hours ... and you should be sad, so sad, or on a date, if you come here between 6:00 - 9:00 ... just sayin'

Thai Orchid isn't the most delightful Thai food in Vancouver, but the restaurant makes up for the melancholy with happy hour drink and food specials. In fact, their safest choices may be the Japanese-inspired Sushi Rolls like an Orchid Roll or a Phuket Roll. 

Other food, I'd get again while downing drinks includes the Chicken Tom Kha Soup, Pineapple Fried Rice, and the appropriately nicknamed Drunken Noodles (Pad Kee Mao) with Beef.

In life and at Thai Orchid, don't limit happy to an hour.",Undefined,Undefined,Cheap
17,"Juniper crept up on my radar once it was suggested that it was the place for drinks after hours... with their cocktail menu and beautiful space, I was thinking this spot in Chinatown would be good.  I feel the photos don't do it justice.

Right near Bao Bei and on the western edge of Chinatown, the place is beautifully done.  We're talking subtle relaxed tones of grey highlighted by vibrant blues and soft woods.  Light filters in and it makes everyone look good.  Need a first date spot... this would be it.  There are many cozy spots and 2 dining spaces that you sit, sip, and enjoy in.  On a sunny Tuesday afternoon, the bar area was filling up slowly but still allowing for  nice conversation and chill moments.

Service here was friendly and prompt... they were always trying to see if there was another drink to be had or something off their happy menu we would bite into.  We primarily had eyes set on drinks as dinner was coming up else where.  I did spy a charcuterie board pass my table and it looked really good.  So taking a few pre-dinner bites is always welcomed.

Painkiller cocktail - They do cocktails really well here... flavours first but never skimping on the alcohol.  Sweet tropical pineapple with a citrus kick hits you first in your sip.  The mellow softer taste of coconut, rum, and a subtle warm spice of nutmeg comes afterwards.  It's sweet but not cloying...  the little umbrella makes this obnoxiously cute.  4/5

Black Beauty cocktail - This became my favourite after the first sip... darker garnet colours sits pretty in the glass.  It's not as sugary as painkiller but the blackberries keeps it fresh and sweet at first. Then the hit of peppercorn and something earthier creeps in... loved the spicier notes that round this out.  The addition of egg whites makes this a creamier texture.  They mention there is lemon infused vodka and more lemon juice itself... it's subtle but it just gives it more of that summer nights cocktail feel. 4/5

Amazing drinks and a gorgeous atmosphere... whats not to like and enjoy.",Positive,Good,Undefined
18,"Authentic Chinese food with a large menu that encompasses a broad spectrum of the cuisine.

The menu can be a bit overwhelming, but there are pictures for everything if you're unsure. The staff does a great job recommending items if you're on the fence between different things. One thing that you must order is the steamed pork soup dumplings. Each order only has 6 dumplings, so you might need to get multiple orders if you have a larger party.

Other items sampled were the shrimp and pork potstickers, pan fried garlic beef steak, spicy string beans with minced pork, fried rice with beef and XO sauce, pan fried beef dumplings, wontons with sour chili sauce, and the red bean paste pancake for dessert.

Everything we ordered came out fast, was freshly prepared and tasted delicious. Even in a fully packed restaurant, all the food was delivered promptly and came out faster than we could eat it, presenting the always welcome problem of not enough real estate on the table to put all the dishes.

The pork soup dumplings were plump and juicy. The wrapper was thick and resilient enough to contain all the soup, but was still soft and chewy. The pork had good flavor and was seasoned well. The dumplings are slightly larger than normal, which could be why there were only 6 per order.

The pan fried garlic beef was incredible. The beef was tender and succulent with great flavor. It was cut into very manageable pieces and the tenderness of it made it a joy to eat. The addition of garlic chips sprinkled on top enhanced and complimented the beef flavors.

The string beans were a bit overcooked, but still very good. I would've preferred them to have a crisper feel to them when I bite through them. The minced pork paired well and the sauce added a good level of spice without being overpowering.

The fried rice was one of my favorite items. The rice was cooked perfectly, wasn't sticky, had large chunks of beef and veggies, and the XO sauce enhanced the flavors of everything. The beef used in this preparation wasn't as tender or flavorful as the beef used in the garlic beef dish, and I found myself adding pieces of that beef to the rice to make it even better.

The potstickers were very well prepared. The skin is crispy on one side and soft and chewy on the other. A whole shrimp is used in the filling as well and it comes with a nice dipping sauce.

The beef dumplings were a bit heavy due to the wrapper. It felt more like eating a beef cake than a dumpling. The beef was juicy and the wrapper was crispy and flaky.

I wasn't a fan of the wontons because I felt it was undersized and didn't have the right filling to wrapper ratio. In addition to the skewed proportions, the sauce wasn't that good; it was too watery and didn't have enough flavor.

The red bean paste pancake was a great finish to a very gluttonous but delicious meal. The pancake was hot and packed to the brim with red bean. The pancake was soft and slightly flaky.

With so many different options to choose from, all of which are prepared well and taste delicious, this is a great place to get your Chinese food fix. The service is better than expected and they are pretty attentive and make good recommendations. The wait can be a bit daunting during peak hours, but the restaurant is very big, so a table will open up quickly.",Positive,Good,Undefined
19,"Alright.. so.. I'm VERY picky on my coffee drinks - mochas, lattes, americanos, etc, to the point that Starbucks and Cafe Artigiano are like.. meh. And I've been to independent coffee shops even around Montreal too and it's all just.. meh.

BUT THIS CAFE.. GODDAAAAAYUM.  

FIRSTLY, it's in the same building as the Vancouver Sympthony Orchestra which is super neat! My little sister who has autism, and I come here every week for her music classes. And after every class, we each get a drink and a dessert before our long car ride home in traffic which puts us in relaxation beforehand. 

Their chocolate chip cookies are incredible! They're big in size, soft and chewy which you don't see often! My sister is super picky with food but she can eat these in seconds!!!! So awesome! Their blueberry cheesecake as well holy f, to. Die. For. AND their croissants!!!! Oh honey. I can't even  delicious assss f!!!!!!  I've attached some photos of the drinks I've had and you could see that the baristas put effort and style into their drinks. AND YES, they're as good as they look! Hands down some of the best mochas and lattes I've ever had, and for the price?! Looooooord have mercy!  

Alright.. and the most important part of all my reviews.. customer service. 

I.. honest to god can't tell you enough of how outstanding, how amazing the owners and staff of this cafe are!!! The wife and husband who own this are fckin the sweetest people! They're super welcoming with the warmest smiles the second they see you, and greet you with such enthusiasm and bubbliness! They're also really funny and personable, and make conversation with my sister and I every time we're there. If they notice that you've seated down, they will bring your drinks and food to you! So you don't have to keep getting up to check if they're done! Sooo stinkin sweet! You can immediately tell that they care about their customers. Such a warm, family, type of vibe that you don't feel at other cafes!! 

The interior is gorgeous as well! It's really clean, and the staff are consistent at coming out onto the floor to tidy tables up after people are done, and to restock the refrigerator and dessert stand. 

Incognito is by far, my favourite cafe in downtown. If you're just visiting, or wanting to go on a cute little coffee date, or craving some seriously good coffee.. you MUST come here!!! 

They have Instagram as well if you wanna see more photos and what they're about!!

Instagram.com/incognitocoffee.ca

Thank you guys so much, for making my sister and I have the yummiest, most nicest experiences every time we go here! I'll always come through for as long as I'm living in Vancouver!!!",Positive,Good,Expensive
20,"I'm not sure how to tell my wife, but I spent a lonely night during the holidays caressing and getting cozy with Kris Kringle. It started innocently enough with a quick introduction from a cute elf at the bar. A few hours of guzzling, grasping, sipping, savoring, and slamming later, Kris Kringle had me jiggling like a bowl full of jelly. 

I got no regrets. I'm sure any man left alone with frosty Kris Kringle would of done the same, right? 

You won't always find Kris Kringle at McMenamins on the Columbia because Kris Kringle is a hearty and robust seasonal ""winter warmer"" with more hops than eight magical reindeer. However, just like the drunk Santa at the mall, Kris Kringle is 6.84% ABV.

Happy Hour is 3:00 - 6:00 p.m. and 10:00 p.m. to close daily. Didn't matter to me since I was already pretty happy cuddling up with Kris Kringle ($11.50 for a Happy Hour Pitcher). I guess Kris Kringle as a Pitcher would make me the Catcher. 

An order of Truffle Fries ($4.50) provided some fragrant nibbles to tease my senses. As my interest in Kris Kringle began to wane, I attacked a big McMenamins piece of manliness proudly hailed as Wilbur's Jumbo Deluxe. Like most big 'n beefy finds, Wilbur's Jumbo Deluxe Burger ($13.75) was made better thanks to Bacon, Tillamook Cheddar Cheese, and a Fried Egg.

Now, I can't promise that every man will find the same kind of satisfying night with Kris Kringle and Wilbur that I enjoyed. Perhaps Hammerhead or William's Terminator Stout will be more attractive to some guys. 

Happy Hour at McMenamins on Columbia offers a happy ending for men ... and probably women. Of course, it is called McMenamins and not McWomenamins, so, I'm not one to judge. Besides, next door is a place named for all them Beaches out there.",Undefined,Undefined,Undefined
21,"I have been back at this restaurant numerous times and I have forgotten to update my review. After my initial visit when the soup wasn't good I do not have any complaints.  The restaurant is a great value for the whole family.  It is one of my favorite dining spots. 

The Mongolian meat  cuts are thinly sliced and the fresh vegetables make for a great meal.   The soups are also delicious  I enjoy tweaking my Mongolian recipe and love adding flavor with the different powdered spices and pre mixed flavors. 

The staff here has always been superb. The guys grilling are  awesome and the waiters are always eager to help.  They also give you ice cream after your meal.  Remember to save room for dessert!",Positive,Good,Undefined
22,"My goodness gracious!!! 

I'm still stunned - in an awesome way! Came to Coast tonight as a surprise venue for a birthday celebration (not mine) & whoa it was amazing! 

Located on 'bad & bougie' Alberni street aka Rodeo Drive - Coast has been here since moving over from Yaletown!

Tiffany, Moncler, DeBeers, Gucci, Tory Burch, Prada, Brunello Cucinelli, Jimmy Choo, Van Cleef, Burberry, Saint Laurent, Hublot & Versace - are all within walking distance!

The Rolls Royce parked outside had my heart skip a beat - did I need to take out a small loan before walking in here!?! Yikes! 

Coast is friggin beautiful inside. I've passed by many times but wasn't expecting it to be so amazing! 

Coast is very classy, cool & sophisticated! The decor is highly supreme! 

Caught the tailend of Happy Hour. Hands down - one of the most awesomest HHs ever offering an excellent selection with great variety!

Brandon our waiter was marvellous!

Coast serves the freshest top quality seafood!!! 

Our birthday party had - Oysters, Brussel Sprouts, Garlic Prawns, Sable Fish Ribs, Crispy Calamari, Sushi Bowl & Fish Tacos! 

The birthday dessert - Key Lime cake with Caramel sauce had me almost licking the plate!!! 

Truly one of the best & most fantastic tasting HHs I've ever gorged down yet!!! 

I had to gain control of myself as I began to ooh & aah a bit too loudly after each & every bite! 

Please forgive me if you're reading this & were sitting beside me! 

My name is Shonah & I'm seeking help! 

I blame Coast restaurant for causing me to lose myself! 

Cheers",Positive,Good,Expensive
23,"I'm not depressed! I'm on vacation ... and I just discovered Thierry Chocolaterie Patisserie Cafe. 

No need to freak out over me ordering all of these for dine-in:

+ Chocolate Eclair
+ 2 Macarons
+ An IPA
+ Blueberry Tart
+ 6 Handcrafted Chocolates
+ a Creme Brulee

Whether you're having a mini-meltdown or a full-blown vacation, Thierry has sweet magic waiting to make your night better. 

It's a chocolaterie, a patisserie, and a cafe. Which, of course, means you can satisfy you're three main addictions in one happy place by getting a beer, dessert, and chocolate. 

Forget bringing Canadian-style medical care to the States to improve my health and well-being. How about opening a Thierry Chocolaterie Patisserie Cafe in the lower 48, first? I'll figure out insurance problems and how to pay for it later.",Positive,Good,Undefined
